College Name,State,EWS,General,OBC,SC,ST
"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad, PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",Jharkhand,11135.0,9623.0,10925.0,72753.0,87089.0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru, SHIVAJINAGAR, BENGALURU, Karnataka, 560001",Karnataka,7942.0,414537.0,6170.0,45057.0,42201.0
"Shri Sathya Sai Medical College and Research Institute, Chennai, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",TN,,627606.0,,,
"Siddartha Medical College, Vijayawada, Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",Andhra Pradesh,13471.0,579221.0,13485.0,36793.0,92240.0
"Sri Jagannath Medical College & Hospital, Puri, BALIGUALI SAMANGARA PURI PIN 752004 ODISHA, Odisha, 752004",Odisha,14447.0,8718.0,12264.0,59986.0,93818.0
"Sri Ramachandra Med. College and Res. Inst., Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",TN,,978973.0,,,
"Sri Siddhartha Academy T Begur, SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",Karnataka,,511218.0,,,
"Sri Siddhartha Medical College DU, Tumkur, SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",Karnataka,,999421.0,,,
"Sri Venkateswara Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",Andhra Pradesh,11148.0,8815.0,12216.0,58561.0,93895.0
"Sundarlal patwa Govt medical College mandsaur, Dean Office, Sunderlal Patwa Government Medical College, Mhow Neemuch Bypass, Mandsaur M.P., Madhya Pradesh, 458001",MP,15203.0,681546.0,15291.0,89422.0,107034.0
"T.D. MEDICAL COLLEGE, ALLAPPUZHA, GOVERNMENT T.D.MEDICAL COLLEGE, VANDANAM.PO, ALAPPUZHA, Kerala, 688005",Kerala,15032.0,3414.0,3940.0,51931.0,113270.0
"THANJAVUR MEDICAL COLL.,THANJAVUR, Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",TN,19617.0,4073.0,739486.0,25526.0,107213.0
"THENI GOVT. MEDICAL COLLEGE, THENI, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamil Nadu, 625512",TN,23572.0,6539.0,7180.0,42836.0,120723.0
"THOOTHUKUDI MEDICAL COLLEGE,THOOTHUKUDI, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI, Tamil Nadu, 628008",TN,24006.0,7663.0,8893.0,58560.0,129719.0
"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI, Dr. A.L. Nair Road, Mumbai Central, Mumbai, Maharashtra, 400008",Maharashtra,6365.0,2876.0,241312.0,39041.0,77991.0
"Tamralipto Government Medical College & Hospital, West Bengal, 227 Haldia Tamluk Mecheda Road, Tamluk, Purba Medinipur, West Bengal, 721636",WB,21290.0,18793.0,19665.0,102110.0,132634.0
"Tezpur Medical College, Tezpur, Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam, Assam, 784010",Assam,21375.0,232800.0,20306.0,105486.0,114020.0
"Thiruvannamalai MC, Thiruvannamalai, TN, District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",TN,23068.0,893129.0,10306.0,43776.0,130919.0
"Tinsukia Medical College & Hospital, Tinsukia, Lohari Bangali Gaon, Tinsukia, Assam, 786146",Assam,24588.0,20728.0,21452.0,107427.0,78349.0
"Tomo Riba Institute Health and Medical Sciences, Naharlagun , Tomo Riba Institute Health and Medical Sciences, Old Assembly Complex, Naharlagun, Itanagar Capita, Arunachal Pradesh, 791110",Arunachal Pradesh,21264.0,19272.0,21275.0,98597.0,109278.0
"UNS AUTONOMOUS STATE MEDICAL COLLEGES, Jaunpur, UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP, Uttar Pradesh, 222003",UP,15549.0,15127.0,15718.0,90963.0,114568.0
"UTTARANCHAL F HOSP TRUST MC,HALDWANI, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl, Uttarakhand, 263139",Uttarakhand,8694.0,6264.0,9129.0,62474.0,90836.0
"University College of Medical Sciences, New Delhi, Dilshad Garden, Delhi (NCT), 110095",Delhi,1168.0,587052.0,917810.0,639862.0,13646.0
"Uttar Pradesh University of Medical Sciences, Saifai, Etawah, SAIFAI ETAWAH, Uttar Pradesh, 206130",UP,10109.0,338747.0,9014.0,58727.0,88813.0
"V.S.S. MEDICAL COLLEGE, BURLA, AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017",Odisha,9756.0,328982.0,10506.0,611853.0,102284.0
"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA, BMIMS, PAWAPURI NALNADA, Bihar, 803115",Bihar,10796.0,7883.0,9787.0,1303980.0,80676.0
"VIJAYNAGAR INST OF MED. SC,BELLARY, Cantonment, Ballari, Karnataka, 583104",Karnataka,16479.0,11026.0,658774.0,76105.0,93673.0
"VMKV Medical College and Hospital, Salem, Sankari Main Road, NH-47, Seeragapadi, Salem, Tamil Nadu, 636308",TN,,306087.0,,,
"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",Delhi,817768.0,249948.0,661920.0,2934.0,57390.0
"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research, BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand, 246178",Uttarakhand,12685.0,455179.0,12509.0,480621.0,93060.0
"Virendra Kumar Sakhlecha Government Medical College, Neemuch, Madhya Pradesh, Kanawati, Mhow-Naseerabad Road, Neemuch, Madhya Pradesh, 458441",MP,15713.0,14281.0,15727.0,85867.0,101593.0
"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI, Chittapur Main Road, Yadgiri., Karnataka, 585202",Karnataka,20459.0,754480.0,17557.0,101608.0,127896.0
"Yenepoya Medical College, Mangalore, University Road Deralakatte Mangaluru, Karnataka, 575018",Karnataka,,1011796.0,,,
"ZORAM MEDICAL COLLEGE Falkawn, Academic Block, Zoram Medical College and Hospital, Falkawn, Aizawl District, Mizoram - 796005, Mizoram, 796005",Mzoram,25440.0,20924.0,925993.0,103755.0,835740.0
